data name,rate,origin shape,origin range,filtered shape,filtered range,expr min,expr max,end idx
GSM5230007_04-P006354-S057-R02_matrix.h5,0.9419,"(4375, 17722)",2389.0,"(4121, 17722)",2389.0,200,5275,16953414
GSM5230006_04-P006354-S057-R01_matrix.h5,1.0,"(912, 15050)",1235.0,"(912, 15050)",1235.0,202,2071,16954326
GSM5229979_02-P166169-S099-R01_matrix.h5,1.0,"(501, 13535)",117.0,"(501, 13535)",117.0,213,1975,16954827
GSM5230027_04-P103142-S149-R01_matrix.h5,0.992,"(2137, 16526)",9618.0,"(2120, 16526)",9618.0,200,4001,16956947
GSM5230026_04-P103142-S148-R01_matrix.h5,0.8339,"(301, 14754)",4575.0,"(251, 14754)",4575.0,200,4782,16957198
GSM5230028_04-P103142-S150-R01_matrix.h5,0.9267,"(1078, 15816)",7081.0,"(999, 15816)",7081.0,200,6038,16958197
GSM5229980_02-P166169-S099-R02_matrix.h5,0.9758,"(495, 14183)",567.0,"(483, 14183)",567.0,211,3995,16958680
multi_tumor_matrix.h5,0.9949,"(4120, 12713)",7.873369,"(4099, 12713)",7.873369,252,2893,16962779
117_lymph_node_matrix.h5,0.9966,"(291, 9344)",7.034282,"(290, 9344)",7.034282,257,2826,16963069
118_lymph_node_matrix.h5,0.9823,"(453, 11525)",7.5011983,"(445, 11525)",7.5011983,439,2934,16963514
126_tumor_matrix.h5,0.9974,"(770, 11559)",7.51493,"(768, 11559)",7.51493,252,2537,16964282
118_tumor_matrix.h5,0.9774,"(1018, 12361)",7.6662197,"(995, 12361)",7.6662197,316,2892,16965277
126_lymph_node_matrix.h5,1.0,"(448, 10111)",7.3227434,"(448, 10111)",7.3227434,259,1931,16965725
multi_lymph_node_matrix.h5,0.9967,"(306, 9770)",7.187344,"(305, 9770)",7.187344,261,2683,16966030
117_tumor_matrix.h5,1.0,"(839, 11157)",7.5196943,"(839, 11157)",7.5196943,244,1767,16966869
P40_matrix.h5,0.9154,"(1146, 13164)",2908.0,"(1049, 13164)",2016.0,204,4660,16967918
P4_matrix.h5,0.9084,"(4554, 15895)",4237.0,"(4137, 15895)",4237.0,209,4856,16972055
P23_matrix.h5,0.7593,"(2385, 16190)",3748.0,"(1811, 16190)",3304.0,363,4886,16973866
P9_matrix.h5,0.7043,"(3507, 16935)",3605.0,"(2470, 16935)",2607.0,242,4878,16976336
P7_matrix.h5,0.9326,"(2995, 15108)",4962.0,"(2793, 15108)",4962.0,200,4669,16979129
P13_matrix.h5,0.8688,"(922, 14031)",4006.0,"(801, 14031)",4006.0,243,4812,16979930
P5_matrix.h5,0.7533,"(2444, 15491)",4868.0,"(1841, 15491)",2741.0,250,4875,16981771
P3_matrix.h5,0.7522,"(7834, 16760)",6604.0,"(5893, 16760)",6604.0,211,4869,16987664
P15_matrix.h5,0.9875,"(3600, 13766)",1889.0,"(3555, 13766)",1889.0,201,3629,16991219
P17_matrix.h5,0.7843,"(8700, 17121)",2681.0,"(6823, 17121)",1805.0,346,4892,16998042
P29_matrix.h5,0.7482,"(969, 13419)",1962.0,"(725, 13419)",1660.0,662,4857,16998767
P12_matrix.h5,0.8819,"(889, 13952)",3514.0,"(784, 13952)",3514.0,222,4601,16999551
P28_matrix.h5,0.8887,"(2372, 14962)",4435.0,"(2108, 14962)",4435.0,215,4856,17001659
P6_matrix.h5,0.8621,"(3104, 15981)",4154.0,"(2676, 15981)",3483.0,202,4719,17004335
P18_matrix.h5,0.8573,"(3308, 15840)",3318.0,"(2836, 15840)",3066.0,202,4848,17007171
P38_matrix.h5,0.8801,"(1334, 14342)",3124.0,"(1174, 14342)",2167.0,241,4728,17008345
P39_matrix.h5,0.7952,"(1885, 15288)",3442.0,"(1499, 15288)",3319.0,234,4887,17009844
P16_matrix.h5,0.8405,"(1147, 13746)",2049.0,"(964, 13746)",1236.0,209,4397,17010808
P41_matrix.h5,0.6967,"(6222, 17673)",3193.0,"(4335, 17673)",3193.0,232,4888,17015143
P8_matrix.h5,0.7989,"(1323, 14040)",5391.0,"(1057, 14040)",5391.0,200,4884,17016200
P10_matrix.h5,0.6601,"(3739, 17308)",3903.0,"(2468, 17308)",3903.0,401,4873,17018668
P14_matrix.h5,0.773,"(1806, 15429)",2908.0,"(1396, 15429)",2476.0,221,4896,17020064
P25_matrix.h5,0.8808,"(4026, 15255)",3545.0,"(3546, 15255)",1747.0,287,4833,17023610
P35_matrix.h5,0.868,"(1076, 13694)",2638.0,"(934, 13694)",1748.0,280,4415,17024544
P21_matrix.h5,0.5727,"(1968, 16382)",4584.0,"(1127, 16382)",3837.0,432,4900,17025671
P1_matrix.h5,0.5789,"(5315, 17494)",5963.0,"(3077, 17494)",5963.0,383,4858,17028748
Pat01-B_matrix.h5,0.8132,"(91, 8194)",8818.0,"(74, 8194)",8818.0,1049,3527,17028822
Pat19-A_matrix.h5,0.9518,"(83, 8111)",4313.0,"(79, 8111)",4313.0,1008,3256,17028901
Pat09-B_matrix.h5,0.6759,"(216, 8583)",10042.0,"(146, 8583)",10042.0,1065,3810,17029047
Pat11-A_matrix.h5,0.6824,"(170, 8556)",5156.0,"(116, 8556)",5156.0,1016,3456,17029163
Pat02-A_matrix.h5,0.7794,"(553, 8597)",7439.0,"(431, 8597)",7439.0,1051,3671,17029594
Pat08-B_matrix.h5,0.8278,"(389, 8633)",7130.0,"(322, 8633)",6733.0,1014,3953,17029916
Pat10-A_matrix.h5,0.8961,"(154, 8585)",7074.0,"(138, 8585)",6503.0,1017,3716,17030054
Pat24-B_matrix.h5,0.8862,"(325, 8602)",7258.0,"(288, 8602)",7258.0,1010,3582,17030342
Pat15-A_matrix.h5,0.7692,"(442, 8447)",6418.0,"(340, 8447)",6418.0,1024,3967,17030682
Pat06-B_matrix.h5,0.8747,"(383, 8634)",10253.0,"(335, 8634)",10253.0,1005,4026,17031017
Pat01-A_matrix.h5,0.825,"(80, 8454)",3712.0,"(66, 8454)",3712.0,1005,3724,17031083
Pat29-A_matrix.h5,0.9989,"(1880, 14261)",5977.0,"(1878, 14261)",5977.0,232,2501,17032961
Pat07-B_matrix.h5,0.7658,"(111, 8540)",853.0,"(85, 8540)",835.0,1025,4030,17033046
Pat19-B_matrix.h5,0.6503,"(163, 8426)",1357.0,"(106, 8426)",1299.0,1023,3857,17033152
Pat18-B_matrix.h5,0.8916,"(203, 8399)",9711.0,"(181, 8399)",9711.0,1056,3325,17033333
Pat03-A_matrix.h5,0.8192,"(260, 8613)",5278.0,"(213, 8613)",5278.0,986,3909,17033546
Pat12-A_matrix.h5,0.9189,"(419, 8608)",4362.0,"(385, 8608)",4362.0,995,3660,17033931
Pat24-A_matrix.h5,0.8957,"(163, 8449)",5803.0,"(146, 8449)",5803.0,1025,2957,17034077
Pat22-B_matrix.h5,0.7741,"(363, 8473)",5769.0,"(281, 8473)",5769.0,1056,3980,17034358
Pat04-B_matrix.h5,0.8607,"(244, 8619)",11660.0,"(210, 8619)",11660.0,1017,3903,17034568
Pat22-A_matrix.h5,0.7171,"(463, 8556)",3301.0,"(332, 8556)",2765.0,1028,3699,17034900
Pat17-B_matrix.h5,0.6864,"(118, 8180)",1004.0,"(81, 8180)",743.0,1085,3600,17034981
Pat02-B_matrix.h5,0.8866,"(679, 8626)",4434.0,"(602, 8626)",4434.0,1024,3782,17035583
Pat14-B_matrix.h5,0.8467,"(274, 8556)",1317.0,"(232, 8556)",1317.0,1020,3699,17035815
Pat10-B_matrix.h5,0.8365,"(208, 8563)",8373.0,"(174, 8563)",8373.0,1008,4034,17035989
Pat20-B_matrix.h5,0.8718,"(39, 8067)",9795.0,"(34, 8067)",9795.0,1021,3540,17036023
Pat16-B_matrix.h5,0.7402,"(331, 8500)",1611.0,"(245, 8500)",477.0,1026,3617,17036268
Pat23-A_matrix.h5,0.7654,"(162, 8349)",5366.0,"(124, 8349)",5366.0,1057,3571,17036392
Pat26-A_matrix.h5,0.9915,"(469, 13552)",6415.0,"(465, 13552)",6415.0,221,2670,17036857
Pat21-A_matrix.h5,0.9455,"(110, 8424)",14139.0,"(104, 8424)",14139.0,1032,2952,17036961
Pat17-A_matrix.h5,0.939,"(82, 8423)",12095.0,"(77, 8423)",12095.0,1020,3094,17037038
Pat13-A_matrix.h5,0.8801,"(317, 8618)",2991.0,"(279, 8618)",2991.0,1005,3609,17037317
Pat05-A_matrix.h5,0.8571,"(427, 8615)",8808.0,"(366, 8615)",8808.0,1010,3215,17037683
Pat28-A_matrix.h5,0.9936,"(157, 11826)",6744.0,"(156, 11826)",6744.0,229,2864,17037839
Pat23-B_matrix.h5,0.907,"(43, 8133)",10010.0,"(39, 8133)",10010.0,1027,3960,17037878
Pat04-A_matrix.h5,0.9237,"(236, 8581)",3811.0,"(218, 8581)",3811.0,1008,3536,17038096
Pat25-A_matrix.h5,0.988,"(250, 12746)",6519.0,"(247, 12746)",6519.0,239,2545,17038343
Pat14-A_matrix.h5,0.9324,"(148, 8473)",3780.0,"(138, 8473)",3780.0,998,2858,17038481
Pat09-A_matrix.h5,0.8552,"(580, 8528)",6714.0,"(496, 8528)",6714.0,1033,3647,17038977
Pat08-A_matrix.h5,0.8911,"(202, 8604)",6590.0,"(180, 8604)",6590.0,1005,3716,17039157
Pat12-B_matrix.h5,0.7757,"(544, 8634)",1810.0,"(422, 8634)",1595.0,1015,3931,17039579
Pat18-A_matrix.h5,0.7556,"(401, 8514)",8705.0,"(303, 8514)",4667.0,1047,3690,17039882
Pat27-A_matrix.h5,0.9985,"(2016, 14589)",4712.0,"(2013, 14589)",4712.0,201,2766,17041895
Pat15-B_matrix.h5,0.7398,"(269, 8570)",7317.0,"(199, 8570)",7317.0,1039,3988,17042094
Pat11-B_matrix.h5,0.7222,"(162, 8570)",8930.0,"(117, 8570)",8930.0,1011,4014,17042211
Pat03-B_matrix.h5,0.8655,"(409, 8632)",8412.0,"(354, 8632)",8412.0,1022,3955,17042565
Pat13-B_matrix.h5,0.7419,"(155, 8526)",819.0,"(115, 8526)",664.0,1041,3942,17042680
Pat05-B_matrix.h5,0.875,"(208, 8627)",16138.0,"(182, 8627)",16138.0,1018,3348,17042862
Pat07-A_matrix.h5,0.8327,"(275, 8491)",3717.0,"(229, 8491)",3717.0,1035,3318,17043091
Pat16-A_matrix.h5,0.7619,"(84, 8438)",1993.0,"(64, 8438)",1993.0,1054,3800,17043155
Pat20-A_matrix.h5,0.7919,"(173, 8549)",2675.0,"(137, 8549)",2082.0,1024,3827,17043292
Pat06-A_matrix.h5,0.7318,"(1111, 8635)",10298.0,"(813, 8635)",10298.0,1003,3994,17044105
NP1327_matrix.h5,0.8943,"(9385, 17448)",21558.0,"(8393, 17448)",21558.0,201,4921,17052498
NP1400_matrix.h5,0.7974,"(7639, 17397)",8785.0,"(6091, 17397)",8785.0,200,4897,17058589
g0_ifn_matrix.h5,0.5913,"(8783, 16052)",745.0,"(5193, 16052)",568.0,446,3875,17063782
g1_ifn_matrix.h5,0.7991,"(8018, 15689)",482.0,"(6407, 15689)",399.0,372,3555,17070189
g0_ifn_tun_matrix.h5,0.541,"(7229, 15705)",736.0,"(3911, 15705)",416.0,441,3744,17074100
g1_ctrl_matrix.h5,0.8663,"(12334, 15797)",604.0,"(10685, 15797)",441.0,308,3357,17084785
g1_ifn_tun_matrix.h5,0.935,"(8541, 15352)",513.0,"(7986, 15352)",513.0,364,3002,17092771
g0_ctrl_matrix.h5,0.8371,"(15234, 16632)",714.0,"(12753, 16632)",670.0,304,3509,17105524
AML1167_1_matrix.h5,0.9993,"(15281, 16297)",4038.0,"(15271, 16297)",4038.0,215,2429,17120795
AML1166_matrix.h5,0.9932,"(33937, 16484)",5166.0,"(33705, 16484)",5166.0,269,2572,17154500
AML1167_Normal_matrix.h5,1.0,"(3979, 14948)",256.0,"(3979, 14948)",256.0,241,2133,17158479
AML1171_matrix.h5,0.8981,"(21914, 17128)",3638.0,"(19682, 17128)",3638.0,246,3744,17178161
AML1172_Normal_matrix.h5,1.0,"(1193, 14801)",436.0,"(1193, 14801)",436.0,362,2234,17179354
AML1166_Normal_matrix.h5,1.0,"(16737, 15981)",2561.0,"(16737, 15981)",2561.0,232,1912,17196091
AML1162_matrix.h5,0.8901,"(6558, 15823)",3525.0,"(5837, 15823)",3525.0,276,4008,17201928
AML1167_2_matrix.h5,1.0,"(16428, 16074)",3023.0,"(16428, 16074)",3023.0,203,2053,17218356
AML1172_matrix.h5,0.9323,"(13450, 17084)",3626.0,"(12539, 17084)",3626.0,204,3397,17230895
AML1171_Normal_matrix.h5,0.9457,"(10845, 16433)",2029.0,"(10256, 16433)",2029.0,283,3088,17241151
su007_Pre_matrix.h5,0.9226,"(1886, 14906)",17722.0,"(1740, 14906)",17722.0,330,4698,17242891
su008_Post_matrix.h5,0.9148,"(4978, 15647)",15376.0,"(4554, 15647)",15376.0,473,4851,17247445
su001_Post_matrix.h5,0.8895,"(10387, 15825)",10326.0,"(9239, 15825)",6071.0,809,4920,17256684
su003_Post_matrix.h5,0.5435,"(793, 14556)",1505.0,"(431, 14556)",890.0,574,4769,17257115
su008_Pre_matrix.h5,0.5869,"(2416, 16643)",13734.0,"(1418, 16643)",13734.0,279,4911,17258533
su004_Pre_matrix.h5,0.8936,"(705, 13162)",967.0,"(630, 13162)",613.0,445,4646,17259163
su009_Pre_matrix.h5,0.9385,"(4063, 13127)",1345.0,"(3813, 13127)",1345.0,479,4788,17262976
su001_Pre_matrix.h5,0.9337,"(1146, 13235)",5884.0,"(1070, 13235)",4584.0,266,4648,17264046
su006_Pre_matrix.h5,0.7753,"(5055, 16959)",20404.0,"(3919, 16959)",20404.0,326,4928,17267965
su010_Pre_matrix.h5,1.0,"(106, 8274)",386.0,"(106, 8274)",386.0,244,2142,17268071
su013_Post_matrix.h5,0.971,"(69, 7494)",161.0,"(67, 7494)",161.0,331,2565,17268138
su012_Post_matrix.h5,0.9808,"(782, 10875)",3850.0,"(767, 10875)",427.0,386,4089,17268905
su010_Post_matrix.h5,0.9543,"(525, 11071)",355.0,"(501, 11071)",338.0,378,4238,17269406
su014_Pre_matrix.h5,0.7349,"(2806, 12971)",1067.0,"(2062, 12971)",633.0,727,4872,17271468
su003_Pre_matrix.h5,0.7863,"(234, 13382)",1307.0,"(184, 13382)",729.0,485,4544,17271652
su007_Post_matrix.h5,0.9595,"(247, 11109)",8959.0,"(237, 11109)",8959.0,379,4871,17271889
su004_Post_matrix.h5,0.6899,"(803, 14721)",1384.0,"(554, 14721)",1139.0,378,4729,17272443
su010_S_Pre_matrix.h5,0.9794,"(3980, 12912)",425.0,"(3898, 12912)",278.0,425,4213,17276341
su005_Pre_matrix.h5,0.7659,"(2691, 16413)",8922.0,"(2061, 16413)",7923.0,283,4876,17278402
su014_Post_matrix.h5,0.8315,"(623, 11329)",786.0,"(518, 11329)",786.0,524,4456,17278920
su011_Pre_matrix.h5,0.9222,"(3238, 12929)",1304.0,"(2986, 12929)",853.0,507,4680,17281906
su002_Post_matrix.h5,0.9749,"(199, 9839)",14041.0,"(194, 9839)",14041.0,322,4617,17282100
su011_Post_matrix.h5,0.8658,"(4300, 14028)",1147.0,"(3723, 14028)",833.0,888,4776,17285823
su009_Post_matrix.h5,0.8973,"(4984, 13606)",1090.0,"(4472, 13606)",907.0,534,4936,17290295
su012_Pre_matrix.h5,0.9304,"(2527, 12916)",11059.0,"(2351, 12916)",11059.0,531,4323,17292646
su005_Post_matrix.h5,0.5515,"(3641, 15866)",13232.0,"(2008, 15866)",13232.0,667,4937,17294654
su006_Post_matrix.h5,0.8529,"(3910, 16392)",21222.0,"(3335, 16392)",21222.0,349,4898,17297989
su002_Pre_matrix.h5,0.8714,"(140, 11340)",1132.0,"(122, 11340)",497.0,355,4349,17298111
su010_S_Post_matrix.h5,0.8983,"(6491, 13654)",571.0,"(5831, 13654)",571.0,1083,4705,17303942
su013_Pre_matrix.h5,0.8645,"(4481, 13470)",701.0,"(3874, 13470)",556.0,666,4884,17307816
Org4_matrix.h5,0.7022,"(8989, 18393)",12.583657,"(6312, 18393)",12.583657,545,7437,17314128
Org12_matrix.h5,0.8263,"(7886, 17880)",13.258764,"(6516, 17880)",13.258764,498,5998,17320644
Org20_matrix.h5,0.8273,"(6539, 17829)",12.804916,"(5410, 17829)",12.804916,501,6255,17326054
Org10_matrix.h5,0.8752,"(9237, 17766)",12.806349,"(8084, 17766)",12.806349,513,6761,17334138
Org9_matrix.h5,0.9098,"(12275, 18158)",13.067462,"(11168, 18158)",13.067462,499,6395,17345306
Org5_matrix.h5,0.7235,"(7639, 18368)",12.765056,"(5527, 18368)",12.765056,667,8299,17350833
Org15_matrix.h5,0.7382,"(4061, 17180)",13.276163,"(2998, 17180)",13.276163,489,8974,17353831
Org17_matrix.h5,0.7402,"(6327, 17595)",13.454478,"(4683, 17595)",13.454478,503,6538,17358514
Org1_matrix.h5,0.6897,"(5924, 17886)",13.107708,"(4086, 17886)",13.107708,517,7302,17362600
Org16_matrix.h5,0.8243,"(8425, 17906)",12.824027,"(6945, 17906)",12.824027,501,6215,17369545
Org11_matrix.h5,0.8739,"(8495, 17761)",13.03182,"(7424, 17761)",13.03182,510,5969,17376969
Org7_matrix.h5,0.8287,"(10509, 18207)",12.854,"(8709, 18207)",12.854,500,6723,17385678
Org3_matrix.h5,0.6679,"(4992, 17731)",13.23518,"(3334, 17731)",13.23518,496,6231,17389012
Org14_matrix.h5,0.729,"(5436, 17561)",12.85291,"(3963, 17561)",12.85291,495,7296,17392975
Org2_matrix.h5,0.7508,"(6858, 17995)",12.835965,"(5149, 17995)",12.835965,497,5605,17398124
Org21_matrix.h5,0.7317,"(11022, 17199)",11.224344,"(8065, 17199)",11.224344,503,5932,17406189
Org8_matrix.h5,0.842,"(10175, 18120)",12.717838,"(8567, 18120)",12.717838,500,5484,17414756
Org19_matrix.h5,0.8718,"(8215, 17892)",13.202759,"(7162, 17892)",13.202759,501,6190,17421918
Org6_matrix.h5,0.9016,"(11018, 18087)",12.812779,"(9934, 18087)",12.812779,504,6329,17431852
Org18_matrix.h5,0.8177,"(6461, 17521)",12.808818,"(5283, 17521)",12.808818,491,5206,17437135
Org13_matrix.h5,0.7447,"(5759, 17611)",12.918787,"(4289, 17611)",12.918787,504,7353,17441424
LCH_matrix.h5,0.6992,"(19044, 16120)",18362.0,"(13315, 16120)",12603.0,978,6237,17454739
CSF18_matrix.h5,0.9766,"(555, 10420)",829.0,"(542, 10420)",651.0,265,3107,17455281
CSF2_matrix.h5,0.9933,"(1652, 11655)",468.0,"(1641, 11655)",408.0,306,3278,17456922
CSF6_matrix.h5,0.9625,"(1654, 12132)",733.0,"(1592, 12132)",472.0,368,3549,17458514
CSF13_matrix.h5,0.9958,"(962, 11011)",686.0,"(958, 11011)",686.0,339,2853,17459472
CSF12_matrix.h5,1.0,"(276, 8473)",885.0,"(276, 8473)",885.0,201,2272,17459748
CSF17_matrix.h5,1.0,"(1721, 11289)",687.0,"(1721, 11289)",687.0,324,2388,17461469
CSF5_matrix.h5,0.9937,"(1751, 11867)",471.0,"(1740, 11867)",471.0,281,2902,17463209
CSF11_matrix.h5,0.9989,"(1771, 10583)",580.0,"(1769, 10583)",580.0,298,2798,17464978
CSF19_matrix.h5,0.9992,"(1320, 10930)",654.0,"(1319, 10930)",654.0,246,2539,17466297
CSF23_matrix.h5,0.9968,"(1267, 11154)",738.0,"(1263, 11154)",738.0,209,2717,17467560
CSF4_matrix.h5,0.9989,"(1861, 11573)",505.0,"(1859, 11573)",505.0,313,2676,17469419
CSF1_matrix.h5,0.9978,"(1340, 11016)",406.0,"(1337, 11016)",406.0,205,3191,17470756
CSF16_matrix.h5,0.9929,"(1544, 11793)",711.0,"(1533, 11793)",711.0,234,3589,17472289
CSF20_matrix.h5,0.99,"(1404, 11377)",1281.0,"(1390, 11377)",1021.0,257,3011,17473679
CSF15_matrix.h5,0.9973,"(373, 9152)",610.0,"(372, 9152)",610.0,251,2662,17474051
CSF8_matrix.h5,0.9965,"(1997, 11769)",716.0,"(1990, 11769)",485.0,343,2844,17476041
CSF9_matrix.h5,1.0,"(924, 9383)",743.0,"(924, 9383)",743.0,213,2198,17476965
CSF3_matrix.h5,0.9812,"(1544, 11680)",598.0,"(1515, 11680)",501.0,321,3741,17478480
milk_matrix.h5,0.6184,"(49310, 22902)",4778.0,"(30492, 22902)",3821.0,390,9491,17508972
LNA023_matrix.h5,1.0,"(4125, 11590)",4144.0,"(4125, 11590)",4144.0,253,2014,17513097
LNA014_matrix.h5,0.9973,"(3393, 11586)",6535.0,"(3384, 11586)",6535.0,575,2476,17516481
LAM1_matrix.h5,0.7465,"(8955, 17699)",16111.0,"(6685, 17699)",13593.0,200,8003,17523166
LAM2_matrix.h5,0.4895,"(7504, 17224)",23019.0,"(3673, 17224)",10202.0,200,7233,17526839
LAM3_matrix.h5,0.7874,"(7343, 17268)",5040.0,"(5782, 17268)",4734.0,200,5628,17532621
HX_D27_Live_HX8_matrix.h5,0.8372,"(1210, 14107)",508.0,"(1013, 14107)",433.0,964,3504,17533634
HX_D20_GFP+_HX5_matrix.h5,0.895,"(476, 11971)",698.0,"(426, 11971)",648.0,671,2943,17534060
HX_D27_GFP+_HX7_matrix.h5,0.9201,"(313, 11239)",705.0,"(288, 11239)",497.0,668,2882,17534348
HX_D41_GFP+_HX9_matrix.h5,0.8404,"(852, 13184)",625.0,"(716, 13184)",482.0,965,3381,17535064
HX_D21_Live_HX16_matrix.h5,0.8158,"(2470, 14345)",680.0,"(2015, 14345)",476.0,785,3606,17537079
HX_D35_GFP+_HX19_matrix.h5,0.8202,"(1346, 13465)",567.0,"(1104, 13465)",517.0,588,3433,17538183
MS_D43_Live_MS5_matrix.h5,1.0,"(4892, 14635)",542.0,"(4892, 14635)",542.0,675,2126,17543075
HX_D55_GFP+_HX11_matrix.h5,0.9217,"(1136, 13537)",597.0,"(1047, 13537)",476.0,876,3012,17544122
HX_D41_Live_HX10_matrix.h5,0.9715,"(2140, 14469)",403.0,"(2079, 14469)",403.0,962,2666,17546201
JC_D34_E+N+H-_JC2_matrix.h5,0.8836,"(1899, 14153)",681.0,"(1678, 14153)",382.0,969,3101,17547879
HX_D35_Live_HX21_matrix.h5,0.8024,"(3562, 15245)",811.0,"(2858, 15245)",585.0,868,3457,17550737
HX_D35_E+N+H-_HX20_matrix.h5,0.8566,"(1981, 13785)",536.0,"(1697, 13785)",323.0,780,3158,17552434
JC_D34_Live_JC3_matrix.h5,0.9825,"(3437, 15015)",602.0,"(3377, 15015)",602.0,673,2604,17555811
HX_D55_Live_HX12_matrix.h5,0.9697,"(2276, 14526)",637.0,"(2207, 14526)",637.0,878,2650,17558018
MS_D48_E+N+H-_MS3_matrix.h5,1.0,"(1781, 13030)",565.0,"(1781, 13030)",565.0,677,2150,17559799
JC_D34_GFP+_JC1_matrix.h5,0.8209,"(2451, 15322)",1048.0,"(2012, 15322)",910.0,972,3494,17561811
MS_D48_GFP+_MS2_matrix.h5,0.9178,"(1351, 13179)",1371.0,"(1240, 13179)",1371.0,672,2972,17563051
C55ctr_matrix.h5,0.9981,"(5675, 16539)",910.0,"(5664, 16539)",876.0,249,4575,17568715
C52ctr_matrix.h5,0.9709,"(4505, 16778)",2112.0,"(4374, 16778)",1141.0,264,5353,17573089
C53ctr_matrix.h5,0.9761,"(7120, 18319)",1431.0,"(6950, 18319)",947.0,257,5082,17580039
C57ctr_matrix.h5,0.9923,"(4787, 16542)",670.0,"(4750, 16542)",594.0,263,4171,17584789
L19cov_matrix.h5,0.9804,"(2505, 15241)",2869.0,"(2456, 15241)",1954.0,240,4892,17587245
L05cov_matrix.h5,0.9823,"(3046, 15653)",921.0,"(2992, 15653)",629.0,239,4556,17590237
L16cov_matrix.h5,0.984,"(1807, 14912)",940.0,"(1778, 14912)",940.0,291,4361,17592015
L12cov_matrix.h5,0.9708,"(3866, 16619)",2334.0,"(3753, 16619)",927.0,209,6609,17595768
L04cov_matrix.h5,0.9942,"(3624, 15645)",487.0,"(3603, 15645)",399.0,229,5264,17599371
L11cov_matrix.h5,0.9614,"(3292, 15489)",1400.0,"(3165, 15489)",1070.0,238,5621,17602536
L09cov_matrix.h5,0.9847,"(3586, 16405)",579.0,"(3531, 16405)",308.0,269,5496,17606067
L10cov_matrix.h5,0.9961,"(1531, 13750)",467.0,"(1525, 13750)",467.0,297,3353,17607592
C54ctr_matrix.h5,0.9941,"(4373, 16234)",887.0,"(4347, 16234)",535.0,246,3668,17611939
L22cov_matrix.h5,0.9894,"(6985, 17027)",1054.0,"(6911, 17027)",606.0,216,6508,17618850
L01cov_matrix.h5,0.9856,"(3053, 15839)",858.0,"(3009, 15839)",631.0,236,6416,17621859
L21cov_matrix.h5,0.9933,"(3411, 15358)",997.0,"(3388, 15358)",994.0,264,4781,17625247
L13cov_matrix.h5,0.9642,"(4858, 16923)",2710.0,"(4684, 16923)",1028.0,267,5411,17629931
L15cov_matrix.h5,0.9847,"(4044, 16486)",1236.0,"(3982, 16486)",1038.0,264,3981,17633913
C51ctr_matrix.h5,0.9844,"(6093, 17731)",1177.0,"(5998, 17731)",1177.0,253,6039,17639911
C56ctr_matrix.h5,0.9738,"(4083, 16774)",544.0,"(3976, 16774)",455.0,259,5506,17643887
L18cov_matrix.h5,1.0,"(2787, 13465)",431.0,"(2787, 13465)",431.0,223,2056,17646674
L07cov_matrix.h5,0.9627,"(5068, 16975)",1258.0,"(4879, 16975)",1258.0,208,5941,17651553
L03cov_matrix.h5,0.7585,"(5060, 18138)",3330.0,"(3838, 18138)",1064.0,201,7027,17655391
L06cov_matrix.h5,0.9665,"(7575, 17457)",1549.0,"(7321, 17457)",1057.0,215,5662,17662712
L17cov_matrix.h5,0.9866,"(4643, 16766)",2576.0,"(4581, 16766)",1922.0,212,6091,17667293
L08cov_matrix.h5,0.9664,"(4140, 16973)",1063.0,"(4001, 16973)",833.0,207,4940,17671294
L04covaddon_matrix.h5,0.9729,"(4568, 16940)",1116.0,"(4444, 16940)",640.0,225,5959,17675738
HPV51_PD1pos_Tumor_matrix.h5,0.9378,"(3168, 12224)",404.0,"(2971, 12224)",404.0,992,5271,17678709
HPV34_PD1pos_Tumor_matrix.h5,0.9308,"(6419, 12766)",716.0,"(5975, 12766)",317.0,990,5075,17684684
HPV7_QVD_metLN_matrix.h5,0.8336,"(3083, 11768)",414.0,"(2570, 11768)",231.0,997,5319,17687254
HPV34_PD1pos_metLN_matrix.h5,0.9112,"(8723, 12948)",632.0,"(7948, 12948)",433.0,990,5017,17695202
HPV51_QVD_metLN_matrix.h5,0.9465,"(355, 9370)",303.0,"(336, 9370)",208.0,999,4214,17695538
HPV34_QVD_Tumor_matrix.h5,0.9357,"(280, 8973)",420.0,"(262, 8973)",234.0,997,4935,17695800
HPV7_KSA_metLN_matrix.h5,0.8812,"(5380, 12334)",628.0,"(4741, 12334)",532.0,995,5287,17700541
HPV7_PD1pos_metLN_matrix.h5,0.9205,"(2943, 12030)",398.0,"(2709, 12030)",398.0,990,4430,17703250
HPV51_KSA_Tumor_matrix.h5,0.967,"(212, 8757)",733.0,"(205, 8757)",733.0,994,4006,17703455
HPV51_QVD_Tumor_matrix.h5,0.9755,"(2450, 11197)",406.0,"(2390, 11197)",406.0,987,4416,17705845
HPV42_TU_QVD_Tumor_matrix.h5,1.0,"(275, 8996)",247.0,"(275, 8996)",247.0,996,2135,17706120
HPV7_KSA_Tumor_matrix.h5,0.9081,"(1469, 10940)",354.0,"(1334, 10940)",267.0,997,4870,17707454
HPV34_KSA_metLN_matrix.h5,0.9268,"(601, 9812)",486.0,"(557, 9812)",212.0,996,4613,17708011
HPV34_QVD_metLN_matrix.h5,0.9005,"(1407, 10872)",551.0,"(1267, 10872)",329.0,984,4814,17709278
